"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","naturadb_cat","naturadb_val"
"Bayern","Alchemilla kerneri","alchemilla-kerneri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla lineata","alchemilla-lineata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla lunaria","alchemilla-lunaria","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla nitida","alchemilla-nitida","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla othmarii","alchemilla-othmarii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla rubristipula","alchemilla-rubristipula","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla sericoneura","alchemilla-sericoneura","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla subglobosa","alchemilla-subglobosa","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla tenuis","alchemilla-tenuis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla tirolensis","alchemilla-tirolensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla undulata","alchemilla-undulata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla versipila","alchemilla-versipila","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Alchemilla vestita","alchemilla-vestita","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Androsace hausmannii","androsace-hausmannii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Aquilegia einseleana","aquilegia-einseleana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Arabis caerulea","arabis-caerulea","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Artemisia umbelliformis","artemisia-umbelliformis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Asplenium x lessinense","asplenium-x-lessinense","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Asplenium x murbeckii","asplenium-x-murbeckii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Asplenium fissum","asplenium-fissum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Asplenium seelosii ssp. seelosii","asplenium-seelosii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Astragalus frigidus","astragalus-frigidus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Betonica alopecuros","betonica-alopecuros","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Calamintha einseleana","calamintha-einseleana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Campanula alpina","campanula-alpina","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Campanula gentilis","campanula-gentilis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cardaminopsis halleri","cardaminopsis-halleri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Carex atrata ssp. aterrima","carex-atrata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Carex fuliginosa","carex-fuliginosa","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Carex ornithopodioides","carex-ornithopodioides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Carex parviflora","carex-parviflora","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Caucalis platycarpos ssp. muricata","caucalis-platycarpos","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cerastium alpinum ssp. alpinum","cerastium-alpinum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cerastium alpinum ssp. lanatum","cerastium-alpinum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cerastium cerastoides","cerastium-cerastoides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cerastium latifolium","cerastium-latifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cerastium uniflorum","cerastium-uniflorum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Cortusa matthioli","cortusa-matthioli","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Crepis terglouensis","crepis-terglouensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Daphne blagayana","daphne-blagayana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Doronicum columnae","doronicum-columnae","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Doronicum glaciale","doronicum-glaciale","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Draba dubia","draba-dubia","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Draba sauteri","draba-sauteri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Draba siliquosa","draba-siliquosa","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Dryopteris x ambroseae","dryopteris-x-ambroseae","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Elymus x oliveri","elymus-x-oliveri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Equisetum x meridionale","equisetum-x-meridionale","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Erigeron alpinus ssp. alpinus","erigeron-alpinus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Erigeron alpinus ssp. intermedius","erigeron-alpinus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Erigeron neglectus","erigeron-neglectus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Erigeron uniflorus","erigeron-uniflorus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Euphrasia frigida","euphrasia-frigida","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Euphrasia hirtella","euphrasia-hirtella","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Euphrasia tricuspidata ssp. cuspidata","euphrasia-tricuspidata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca heteropachys","festuca-heteropachys","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca laevigata","festuca-laevigata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca norica","festuca-norica","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca puccinellii","festuca-puccinellii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca pulchella ssp. jurana","festuca-pulchella","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Festuca trichophylla","festuca-trichophylla","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Gagea fragifera","gagea-fragifera","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Galium noricum","galium-noricum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Galium truniacum","galium-truniacum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Gentiana orbicularis","gentiana-orbicularis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Geum reptans","geum-reptans","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Gnaphalium sylvaticum var. pumilum","gnaphalium-sylvaticum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Helictotrichon versicolor","helictotrichon-versicolor","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Heracleum austriacum","heracleum-austriacum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium angustifolium","hieracium-angustifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium arolae","hieracium-arolae","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium brachiatum ssp. villarsii","hieracium-brachiatum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium chlorifolium ssp. pulchriforme","hieracium-chlorifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium chondrillifolium ssp. ssp.ciosum","hieracium-chondrillifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium cochlearioides","hieracium-cochlearioides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium cydoniifolium ssp. parcepilosum","hieracium-cydoniifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium flagelliferum","hieracium-flagelliferum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium guthnikianum","hieracium-guthnikianum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium intybaceum","hieracium-intybaceum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium leucophaeum","hieracium-leucophaeum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium niphostribes","hieracium-niphostribes","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium piliferum ssp. piliferum","hieracium-piliferum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium porrectum","hieracium-porrectum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium rubrum","hieracium-rubrum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium scorzonerifolium","hieracium-scorzonerifolium","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium serratum","hieracium-serratum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium sparsiramum ssp. sparsiramum","hieracium-sparsiramum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium sparsiramum ssp. halense","hieracium-sparsiramum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium subglaberrimum","hieracium-subglaberrimum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium umbrosum","hieracium-umbrosum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium valoddae","hieracium-valoddae","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Hieracium vollmannii ssp. vollmannii","hieracium-vollmannii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Homogyne discolor","homogyne-discolor","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Juncus jacquinii","juncus-jacquinii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Juncus trifidus ssp. monanthos","juncus-trifidus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Kobresia myosuroides","kobresia-myosuroides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Kobresia simpliciuscula","kobresia-simpliciuscula","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Lathyrus laevigatus ssp. occidentalis","lathyrus-laevigatus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ligusticum mutellinoides","ligusticum-mutellinoides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Lloydia serotina","lloydia-serotina","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Lomatogonium carinthiacum","lomatogonium-carinthiacum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Luzula glabrata","luzula-glabrata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Mercurialis x paixii","mercurialis-x-paixii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Minuartia cherlerioides ssp. cherlerioides","minuartia-cherlerioides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Minuartia rupestris","minuartia-rupestris","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Myosotis decumbens","myosotis-decumbens","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Myosotis sparsiflora","myosotis-sparsiflora","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Nasturtium x sterile","nasturtium-x-sterile","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Nigritella dolomitensis","nigritella-dolomitensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Nigritella nigra ssp. austriaca","nigritella-nigra","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Nigritella rubra","nigritella-rubra","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Oreochloa disticha","oreochloa-disticha","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ornithopus sativus","ornithopus-sativus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Pedicularis oederi","pedicularis-oederi","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Pedicularis recutita","pedicularis-recutita","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Pedicularis rostratospicata ssp. rostratospicata","pedicularis-rostratospicata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Pedicularis verticillata","pedicularis-verticillata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Petrocallis pyrenaica","petrocallis-pyrenaica","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Polystichum x illyricum","polystichum-x-illyricum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Primula minima","primula-minima","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Quercus x calvescens","quercus-x-calvescens","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ranunculus bayerae","ranunculus-bayerae","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ranunculus hybridus","ranunculus-hybridus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ranunculus pseudovertumnalis","ranunculus-pseudovertumnalis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ranunculus trichophyllus ssp. eradicatus","ranunculus-trichophyllus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ranunculus villarsii","ranunculus-villarsii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Ribes spicatum","ribes-spicatum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus adspersus","rubus-adspersus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus amiantinus","rubus-amiantinus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus arduennensis","rubus-arduennensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus bregutiensis","rubus-bregutiensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus caninitergi","rubus-caninitergi","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus circipanicus","rubus-circipanicus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus condensatus","rubus-condensatus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus conspicuus","rubus-conspicuus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus dasyphyllus","rubus-dasyphyllus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus doerrii","rubus-doerrii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus eifeliensis","rubus-eifeliensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus foliosus ssp. foliosus","rubus-foliosus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus geniculatus","rubus-geniculatus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus goniophorus","rubus-goniophorus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus guentheri","rubus-guentheri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus hassicus","rubus-hassicus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus hercynicus ssp. hercynicus","rubus-hercynicus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus hypomalacus","rubus-hypomalacus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus langei","rubus-langei","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus limitis","rubus-limitis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus lividus","rubus-lividus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus lobatidens","rubus-lobatidens","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus nemorosus","rubus-nemorosus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus neumannianus","rubus-neumannianus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus opacus","rubus-opacus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus perrobustus","rubus-perrobustus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus phyllostachys","rubus-phyllostachys","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus placidus","rubus-placidus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus platycephalus","rubus-platycephalus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus pseudopsis","rubus-pseudopsis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus sendtneri","rubus-sendtneri","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus silvaticus","rubus-silvaticus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus thuringensis","rubus-thuringensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus transvestitus","rubus-transvestitus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus tuberculatus","rubus-tuberculatus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus undulans","rubus-undulans","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus vigorosus","rubus-vigorosus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus villarsianus","rubus-villarsianus","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus wahlbergii","rubus-wahlbergii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rubus wessbergii","rubus-wessbergii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Rumex nivalis","rumex-nivalis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Salix serpillifolia","salix-serpillifolia","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saussurea alpina ssp. alpina","saussurea-alpina","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saussurea discolor","saussurea-discolor","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saussurea pygmaea","saussurea-pygmaea","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saxifraga x kochii","saxifraga-x-kochii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saxifraga bryoides","saxifraga-bryoides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Saxifraga burseriana","saxifraga-burseriana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sedum alpestre","sedum-alpestre","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sesleria ovata","sesleria-ovata","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Silene rupestris","silene-rupestris","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Soldanella austriaca","soldanella-austriaca","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Soldanella minima","soldanella-minima","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus x schinzii","sorbus-x-schinzii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus adeana","sorbus-adeana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus algoviensis","sorbus-algoviensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus cochleariformis","sorbus-cochleariformis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus cordigastensis","sorbus-cordigastensis","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus doerriana","sorbus-doerriana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus mergenthaleriana","sorbus-mergenthaleriana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus mougeotii","sorbus-mougeotii","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus perlonga","sorbus-perlonga","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus puellarum","sorbus-puellarum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Sorbus schnizleiniana","sorbus-schnizleiniana","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Taraxacum paucilobum","taraxacum-paucilobum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Tephroseris tenuifolia","tephroseris-tenuifolia","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Tofieldia pusilla ssp. pusilla","tofieldia-pusilla","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Trichomanes speciosum","trichomanes-speciosum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Trisetum distichophyllum","trisetum-distichophyllum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Trisetum spicatum ssp. ovatipaniculatum","trisetum-spicatum","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Valeriana supina","valeriana-supina","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Valeriana versifolia","valeriana-versifolia","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Veronica bellidioides var. bellidioides","veronica-bellidioides","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Veronica serpyllifolia var. humifusa","veronica-serpyllifolia","R","not in naturadb","not in naturadb","not in naturadb"
"Bayern","Vicia oroboides","vicia-oroboides","R","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Adoxa moschatellina","adoxa-moschatellina","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Aira caryophyllea ssp. caryophyllea","aira-caryophyllea","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Aira praecox","aira-praecox","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla glabra","alchemilla-glabra","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla monticola","alchemilla-monticola","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla plicata","alchemilla-plicata","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla propinqua","alchemilla-propinqua","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla subcrenata","alchemilla-subcrenata","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alchemilla tytthantha","alchemilla-tytthantha","R","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alisma gramineum","alisma-gramineum","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Allium oleraceum","allium-oleraceum","V","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Allium scorodoprasum","allium-scorodoprasum","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alopecurus aequalis","alopecurus-aequalis","V","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Alopecurus myosuroides","alopecurus-myosuroides","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Ambrosia trifida","ambrosia-trifida","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Anagallis minima","anagallis-minima","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Anemone x lipsiensis","anemone-x-lipsiensis","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Anthemis cotula","anthemis-cotula","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Anthoxanthum aristatum","anthoxanthum-aristatum","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Aphanes arvensis","aphanes-arvensis","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Aphanes australis","aphanes-australis","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Aristolochia clematitis","aristolochia-clematitis","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Arnoseris minima","arnoseris-minima","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Asperugo procumbens","asperugo-procumbens","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Asplenium septentrionale","asplenium-septentrionale","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Astragalus arenarius","astragalus-arenarius","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Astragalus danicus","astragalus-danicus","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Avena fatua","avena-fatua","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Betonica officinalis","betonica-officinalis","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bidens cernua","bidens-cernua","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bidens connata","bidens-connata","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Blysmus compressus","blysmus-compressus","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bolboschoenus laticarpus","bolboschoenus-laticarpus","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Botrychium lunaria","botrychium-lunaria","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Botrychium matricariifolium","botrychium-matricariifolium","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Botrychium multifidum","botrychium-multifidum","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bromus arvensis","bromus-arvensis","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bromus racemosus","bromus-racemosus","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Bromus secalinus","bromus-secalinus","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Buglossoides arvensis","buglossoides-arvensis","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Calamagrostis stricta","calamagrostis-stricta","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Calamagrostis x gracilescens","calamagrostis-x-gracilescens","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Caldesia parnassifolia","caldesia-parnassifolia","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Callitriche cophocarpa","callitriche-cophocarpa","G","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Callitriche hamulata","callitriche-hamulata","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Callitriche hermaphroditica","callitriche-hermaphroditica","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Callitriche platycarpa","callitriche-platycarpa","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Calystegia pulchra","calystegia-pulchra","R","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Camelina alyssum","camelina-alyssum","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Camelina microcarpa ssp. pilosa","camelina-microcarpa","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Cardamine dentata","cardamine-dentata","G","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Cardamine parviflora","cardamine-parviflora","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex x appeliana","carex-x-appeliana","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex appropinquata","carex-appropinquata","2","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex x biharica","carex-x-biharica","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex buxbaumii","carex-buxbaumii","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex canescens","carex-canescens","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex cespitosa","carex-cespitosa","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex chordorrhiza","carex-chordorrhiza","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex x csomadensis","carex-x-csomadensis","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex demissa","carex-demissa","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex dioica","carex-dioica","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex distans","carex-distans","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex disticha","carex-disticha","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex echinata","carex-echinata","1","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex elongata","carex-elongata","3","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex x fulva","carex-x-fulva","0","not in naturadb","not in naturadb","not in naturadb"
"Berlin","Carex x gaudiniana","carex-x-gaudiniana","0","not in naturadb","not in naturadb","not in naturadb"
