State,Species,Endangerment,NaturaDB
Saxony,Puccinellia distans ssp. distans,R,not in naturadb
Saxony,Pulicaria vulgaris,1,not in naturadb
Saxony,Pulsatilla vernalis,0,not in naturadb
Saxony,Pyrola chlorantha,1,not in naturadb
Saxony,Pyrola media,1,not in naturadb
Saxony,Pyrola minor,V,not in naturadb
Saxony,Pyrola rotundifolia,1,not in naturadb
Saxony,Pyrola rotundifolia ssp. rotundifolia,1,not in naturadb
Saxony,Radiola linoides,1,not in naturadb
Saxony,Ranunculus circinatus,1,not in naturadb
Saxony,Ranunculus fluitans,2,not in naturadb
Saxony,Ranunculus illyricus,1,not in naturadb
Saxony,Ranunculus peltatus,V,not in naturadb
Saxony,Ranunculus peltatus ssp. peltatus,V,not in naturadb
Saxony,Ranunculus penicillatus,2,not in naturadb
Saxony,Ranunculus penicillatus ssp. penicillatus,2,not in naturadb
Saxony,Ranunculus platanifolius,V,not in naturadb
Saxony,Ranunculus rionii,0,not in naturadb
Saxony,Ranunculus sardous,1,not in naturadb
Saxony,Rhinanthus pulcher,0,not in naturadb
Saxony,Rhynchospora alba,1,not in naturadb
Saxony,Rhynchospora fusca,1,not in naturadb
Saxony,Ribes spicatum,2,not in naturadb
Saxony,Ribes spicatum ssp. spicatum,2,not in naturadb
Saxony,Rorippa austriaca,V,not in naturadb
Saxony,Rosa balsamica,1,not in naturadb
Saxony,Rosa caesia,3,not in naturadb
Saxony,Rosa inodora,1,not in naturadb
Saxony,Rosa marginata,2,not in naturadb
Saxony,Rosa pseudoscabriuscula,1,not in naturadb
Saxony,Rubus acanthodes,3,not in naturadb
Saxony,Rubus ambrosius,R,not in naturadb
Saxony,Rubus apricus,1,not in naturadb
Saxony,Rubus barberi,0,not in naturadb
Saxony,Rubus bertramii,1,not in naturadb
Saxony,Rubus bifrons,3,not in naturadb
Saxony,Rubus camptostachys,2,not in naturadb
Saxony,Rubus chaerophyllus,3,not in naturadb
Saxony,Rubus cimbricus,2,not in naturadb
Saxony,Rubus condensatus,1,not in naturadb
Saxony,Rubus constrictus,1,not in naturadb
Saxony,Rubus dissimulans,0,not in naturadb
Saxony,Rubus exarmatus Jansen,R,not in naturadb
Saxony,Rubus geminatus,V,not in naturadb
Saxony,Rubus glossoides,G,not in naturadb
Saxony,Rubus gothicus,V,not in naturadb
Saxony,Rubus gracilis,V,not in naturadb
Saxony,Rubus gracilis ssp. gracilis,V,not in naturadb
Saxony,Rubus gratus,0,not in naturadb
Saxony,Rubus guentheri,V,not in naturadb
Saxony,Rubus hadracanthos,1,not in naturadb
Saxony,Rubus hercynicus,V,not in naturadb
Saxony,Rubus hevellicus,1,not in naturadb
Saxony,Rubus lignicensis,0,not in naturadb
Saxony,Rubus lividus,1,not in naturadb
Saxony,Rubus lusaticus,2,not in naturadb
Saxony,Rubus macrophyllus,3,not in naturadb
Saxony,Rubus meierottii,R,not in naturadb
Saxony,Rubus mollis,G,not in naturadb
Saxony,Rubus montanus,G,not in naturadb
Saxony,Rubus opacus,2,not in naturadb
Saxony,Rubus pallidus,3,not in naturadb
Saxony,Rubus perrobustus,R,not in naturadb
Saxony,Rubus phyllostachys,R,not in naturadb
Saxony,Rubus pinicola,0,not in naturadb
Saxony,Rubus praecox,R,not in naturadb
Saxony,Rubus radula,V,not in naturadb
Saxony,Rubus radula ssp. kolbei,R,not in naturadb
Saxony,Rubus radula ssp. radula,V,not in naturadb
Saxony,Rubus rudis,2,not in naturadb
Saxony,Rubus saxonicus,R,not in naturadb
Saxony,Rubus scaber,2,not in naturadb
Saxony,Rubus schleicheri,V,not in naturadb
Saxony,Rubus senticosus,V,not in naturadb
Saxony,Rubus sieberi,1,not in naturadb
Saxony,Rubus silvaticus,1,not in naturadb
Saxony,Rubus sorbicus,3,not in naturadb
Saxony,Rubus sprengelii,2,not in naturadb
Saxony,Rubus stohrii,3,not in naturadb
Saxony,Rubus sulcatus,1,not in naturadb
Saxony,Rubus tabanimontanus,0,not in naturadb
Saxony,Rubus thuringensis,R,not in naturadb
Saxony,Rubus tuberculatus,R,not in naturadb
Saxony,Rubus wahlbergii,R,not in naturadb
Saxony,Rubus wessbergii,3,not in naturadb
Saxony,Rumex arifolius,2,not in naturadb
Saxony,Rumex palustris,V,not in naturadb
Saxony,Sagina apetala,1,not in naturadb
Saxony,Sagina micropetala,2,not in naturadb
Saxony,Sagina saginoides,1,not in naturadb
Saxony,Sagina saginoides ssp. saginoides,1,not in naturadb
Saxony,Salix myrsinifolia,2,not in naturadb
Saxony,Salix myrsinifolia ssp. myrsinifolia,2,not in naturadb
Saxony,Salvinia natans,R,not in naturadb
Saxony,Samolus valerandi,1,not in naturadb
Saxony,Saxifraga rosacea,1,not in naturadb
Saxony,Saxifraga rosacea ssp. rosacea,1,not in naturadb
Saxony,Saxifraga tridactylites,3,not in naturadb
Saxony,Scheuchzeria palustris,0,not in naturadb
Saxony,Schoenus ferrugineus,0,not in naturadb
Saxony,Scilla vindobonensis,1,not in naturadb
Saxony,Scirpus radicans,1,not in naturadb
Saxony,Sclerochloa dura,0,not in naturadb
Saxony,Scorzonera laciniata,0,not in naturadb
Saxony,Scutellaria hastifolia,1,not in naturadb
Saxony,Sedum villosum,0,not in naturadb
Saxony,Senecio germanicus,3,not in naturadb
Saxony,Senecio germanicus ssp. germanicus,3,not in naturadb
Saxony,Senecio hercynicus,2,not in naturadb
Saxony,Senecio hercynicus ssp. hercynicus,2,not in naturadb
Saxony,Setaria pumila,V,not in naturadb
Saxony,Silene chlorantha,0,not in naturadb
Saxony,Silene nemoralis,1,not in naturadb
Saxony,Sisymbrium strictissimum,1,not in naturadb
Saxony,Sparganium angustifolium,1,not in naturadb
Saxony,Sparganium natans,3,not in naturadb
Saxony,Spergularia echinosperma,R,not in naturadb
Saxony,Spiranthes spiralis,0,not in naturadb
Saxony,Stachys annua,0,not in naturadb
Saxony,Stachys arvensis,1,not in naturadb
Saxony,Stellaria longifolia,1,not in naturadb
Saxony,Stellaria palustris,V,not in naturadb
Saxony,Streptopus amplexifolius,1,not in naturadb
Saxony,Swertia perennis,1,not in naturadb
Saxony,Swertia perennis ssp. alpestris,1,not in naturadb
Saxony,Taraxacum adamii,G,not in naturadb
Saxony,Taraxacum ancoriferum,0,not in naturadb
Saxony,Taraxacum atactum,G,not in naturadb
Saxony,Taraxacum bavaricum,1,not in naturadb
Saxony,Taraxacum brandenburgicum,0,not in naturadb
Saxony,Taraxacum corynodes,R,not in naturadb
Saxony,Taraxacum fascinans,R,not in naturadb
Saxony,Taraxacum geminidentatum,0,not in naturadb
Saxony,Taraxacum haematicum,R,not in naturadb
Saxony,Taraxacum heikkinenii,R,not in naturadb
Saxony,Taraxacum hercynicum,G,not in naturadb
Saxony,Taraxacum intermedium,R,not in naturadb
Saxony,Taraxacum nordstedtii,2,not in naturadb
Saxony,Taraxacum opertum,R,not in naturadb
Saxony,Taraxacum pollichii,0,not in naturadb
Saxony,Taraxacum polyhamatum,G,not in naturadb
Saxony,Taraxacum pulverulentum,R,not in naturadb
Saxony,Taraxacum reichlingii,0,not in naturadb
Saxony,Taraxacum rubicundum,1,not in naturadb
Saxony,Taraxacum subalpinum,3,not in naturadb
Saxony,Taraxacum subundulatum,G,not in naturadb
Saxony,Taraxacum tanyolobum,R,not in naturadb
Saxony,Taraxacum trilobifolium,0,not in naturadb
Saxony,Taraxacum turfosum,0,not in naturadb
Saxony,Taraxacum violaceinervosum,G,not in naturadb
Saxony,Teesdalia nudicaulis,V,not in naturadb
Saxony,Tephroseris crispa,1,not in naturadb
Saxony,Tephroseris palustris,1,not in naturadb
Saxony,Thalictrum aquilegiifolium,V,not in naturadb
Saxony,Thesium alpinum,1,not in naturadb
Saxony,Thesium ebracteatum,0,not in naturadb
Saxony,Thesium linophyllon,0,not in naturadb
Saxony,Thesium pyrenaicum,1,not in naturadb
Saxony,Thesium pyrenaicum ssp. pyrenaicum,1,not in naturadb
Saxony,Tofieldia calyculata,0,not in naturadb
Saxony,Tordylium maximum,1,not in naturadb
Saxony,Traunsteinera globosa,1,not in naturadb
Saxony,Trichomanes speciosum,3,not in naturadb
Saxony,Trifolium fragiferum,1,not in naturadb
Saxony,Trifolium fragiferum ssp. fragiferum,1,not in naturadb
Saxony,Trifolium ochroleucon,0,not in naturadb
Saxony,Trifolium spadiceum,3,not in naturadb
Saxony,Trifolium striatum,1,not in naturadb
Saxony,Triglochin palustre,1,not in naturadb
Saxony,Tuberaria guttata,0,not in naturadb
Saxony,Turgenia latifolia,0,not in naturadb
Saxony,Urtica urens,V,not in naturadb
Saxony,Utricularia australis,V,not in naturadb
Saxony,Utricularia intermedia,1,not in naturadb
Saxony,Utricularia minor,3,not in naturadb
Saxony,Utricularia ochroleuca,1,not in naturadb
Saxony,Vaccaria hispanica,0,not in naturadb
Saxony,Vaccaria hispanica ssp. hispanica,0,not in naturadb
Saxony,Valeriana excelsa,V,not in naturadb
Saxony,Valeriana excelsa ssp. excelsa,V,not in naturadb
Saxony,Valeriana excelsa ssp. sambucifolia,V,not in naturadb
Saxony,Valeriana pratensis,2,not in naturadb
Saxony,Valeriana pratensis ssp. angustifolia,2,not in naturadb
Saxony,Valerianella dentata,2,not in naturadb
Saxony,Valerianella rimosa,1,not in naturadb
Saxony,Ventenata dubia,0,not in naturadb
Saxony,Veronica agrestis,V,not in naturadb
Saxony,Veronica anagallis-aquatica,3,not in naturadb
Saxony,Veronica anagallis-aquatica ssp. anagallis-aquatica,3,not in naturadb
Saxony,Veronica catenata,1,not in naturadb
Saxony,Veronica dillenii,2,not in naturadb
Saxony,Veronica maritima,3,not in naturadb
Saxony,Veronica montana,3,not in naturadb
Saxony,Veronica opaca,1,not in naturadb
Saxony,Veronica polita,3,not in naturadb
Saxony,Veronica praecox,1,not in naturadb
Saxony,Veronica scutellata,V,not in naturadb
Saxony,Veronica triphyllos,V,not in naturadb
Saxony,Veronica verna,3,not in naturadb
Saxony,Veronica verna ssp. verna,3,not in naturadb
Saxony,Vicia lathyroides,3,not in naturadb
Saxony,Vicia segetalis,V,not in naturadb
Saxony,Viola epipsila,0,not in naturadb
Saxony,Viola mirabilis,0,not in naturadb
Saxony,Viola montana,1,not in naturadb
Saxony,Viola pumila,1,not in naturadb
Saxony,Viola stagnina,1,not in naturadb
Saxony,Viola uliginosa,1,not in naturadb
Saxony,Viscum laxum,3,not in naturadb
Saxony,Vulpia bromoides,1,not in naturadb
Saxony,Wolffia arrhiza,1,not in naturadb
Saxony,Xanthium strumarium,1,not in naturadb
Saxony,Zannichellia palustris ssp. pedicellata,R,not in naturadb
Saxony-Anhalt,Achillea collina,3,not in naturadb
Saxony-Anhalt,Achillea pratensis,R,not in naturadb
Saxony-Anhalt,Achillea setacea,3,not in naturadb
Saxony-Anhalt,Adonis flammea,1,not in naturadb
Saxony-Anhalt,Aira caryophyllea,3,not in naturadb
Saxony-Anhalt,Aira caryophyllea ssp. plesiantha,0,not in naturadb
Saxony-Anhalt,Ajuga pyramidalis,1,not in naturadb
Saxony-Anhalt,Alchemilla filicaulis,G,not in naturadb
Saxony-Anhalt,Alchemilla glaucescens,3,not in naturadb
Saxony-Anhalt,Alchemilla plicata,V,not in naturadb
Saxony-Anhalt,Alisma gramineum,3,not in naturadb
Saxony-Anhalt,Althaea hirsuta,1,not in naturadb
Saxony-Anhalt,Amaranthus blitum,2,not in naturadb
Saxony-Anhalt,Anagallis foemina,3,not in naturadb
Saxony-Anhalt,Anagallis minima,1,not in naturadb
Saxony-Anhalt,Androsace elongata,1,not in naturadb
Saxony-Anhalt,Androsace septentrionalis,0,not in naturadb
Saxony-Anhalt,Anthemis cotula,2,not in naturadb
Saxony-Anhalt,Anthriscus nitidus,3,not in naturadb
Saxony-Anhalt,Aphanes arvensis,V,not in naturadb
Saxony-Anhalt,Aphanes australis,2,not in naturadb
Saxony-Anhalt,Arabis auriculata,2,not in naturadb
Saxony-Anhalt,Arabis nemorensis,1,not in naturadb
Saxony-Anhalt,Arabis sagittata,1,not in naturadb
Saxony-Anhalt,Aristolochia clematitis,3,not in naturadb
Saxony-Anhalt,Arnoseris minima,2,not in naturadb
Saxony-Anhalt,Artemisia laciniata,0,not in naturadb
Saxony-Anhalt,Artemisia rupestris,0,not in naturadb
Saxony-Anhalt,Asperugo procumbens,3,not in naturadb
Saxony-Anhalt,Asperula arvensis,0,not in naturadb
Saxony-Anhalt,Asplenium adiantum-nigrum,3,not in naturadb
Saxony-Anhalt,Asplenium ceterach,1,not in naturadb
Saxony-Anhalt,Asplenium septentrionale,V,not in naturadb
Saxony-Anhalt,Asplenium viride,2,not in naturadb
Saxony-Anhalt,Astragalus arenarius,0,not in naturadb
Saxony-Anhalt,Astragalus danicus,3,not in naturadb
Saxony-Anhalt,Astragalus exscapus,2,not in naturadb
Saxony-Anhalt,Atriplex pedunculata,3,not in naturadb
Saxony-Anhalt,Atriplex rosea,2,not in naturadb
Saxony-Anhalt,Betonica officinalis,3,not in naturadb
Saxony-Anhalt,Bidens cernua,3,not in naturadb
Saxony-Anhalt,Bidens connata,3,not in naturadb
Saxony-Anhalt,Blysmus compressus,1,not in naturadb
Saxony-Anhalt,Blysmus rufus,0,not in naturadb
Saxony-Anhalt,Bolboschoenus planiculmis,3,not in naturadb
Saxony-Anhalt,Bolboschoenus yagara,0,not in naturadb
Saxony-Anhalt,Bothriochloa ischoemum,V,not in naturadb
Saxony-Anhalt,Botrychium lunaria,2,not in naturadb
Saxony-Anhalt,Botrychium matricariifolium,1,not in naturadb
Saxony-Anhalt,Botrychium simplex,0,not in naturadb
Saxony-Anhalt,Brachypodium rupestre,0,not in naturadb
Saxony-Anhalt,Bromus arvensis,1,not in naturadb
Saxony-Anhalt,Bromus brachystachys,0,not in naturadb
Saxony-Anhalt,Bromus commutatus,2,not in naturadb
Saxony-Anhalt,Bromus commutatus ssp. decipiens,3,not in naturadb
Saxony-Anhalt,Bromus hordeaceus ssp. pseudothominei,G,not in naturadb
Saxony-Anhalt,Bromus racemosus,2,not in naturadb
Saxony-Anhalt,Bromus secalinus,3,not in naturadb
Saxony-Anhalt,Buglossoides incrassata ssp. splitgerberi,3,not in naturadb
Saxony-Anhalt,Bunium bulbocastanum,R,not in naturadb
Saxony-Anhalt,Bupleurum tenuissimum,2,not in naturadb
Saxony-Anhalt,Bupleurum virgatum,1,not in naturadb
Saxony-Anhalt,Calamagrostis rivalis,1,not in naturadb
Saxony-Anhalt,Calamagrostis stricta,1,not in naturadb
Saxony-Anhalt,Callitriche hermaphroditica,R,not in naturadb
Saxony-Anhalt,Camelina alyssum,0,not in naturadb
Saxony-Anhalt,Camelina sativa,1,not in naturadb
Saxony-Anhalt,Cardamine dentata,V,not in naturadb
Saxony-Anhalt,Cardamine parviflora,3,not in naturadb
Saxony-Anhalt,Carex appropinquata,2,not in naturadb
Saxony-Anhalt,Carex bigelowii ssp. dacica,1,not in naturadb
Saxony-Anhalt,Carex bohemica,3,not in naturadb
Saxony-Anhalt,Carex buekii,3,not in naturadb
Saxony-Anhalt,Carex canescens,3,not in naturadb
Saxony-Anhalt,Carex cespitosa,3,not in naturadb
Saxony-Anhalt,Carex davalliana s,0,not in naturadb
Saxony-Anhalt,Carex dioica,0,not in naturadb
Saxony-Anhalt,Carex distans,3,not in naturadb
Saxony-Anhalt,Carex disticha,V,not in naturadb
Saxony-Anhalt,Carex echinata,3,not in naturadb
Saxony-Anhalt,Carex hartmaniorum,1,not in naturadb
Saxony-Anhalt,Carex heleonastes,0,not in naturadb
Saxony-Anhalt,Carex hordeistichos,1,not in naturadb
Saxony-Anhalt,Carex hostiana,1,not in naturadb
Saxony-Anhalt,Carex lasiocarpa,2,not in naturadb
Saxony-Anhalt,Carex lepidocarpa,2,not in naturadb
Saxony-Anhalt,Carex limosa,1,not in naturadb
Saxony-Anhalt,Carex melanostachya,3,not in naturadb
Saxony-Anhalt,Carex pauciflora,2,not in naturadb
Saxony-Anhalt,Carex pilosa sco,3,not in naturadb
Saxony-Anhalt,Carex pulicaris,1,not in naturadb
Saxony-Anhalt,Carex secalina,2,not in naturadb
Saxony-Anhalt,Carex supina,3,not in naturadb
Saxony-Anhalt,Carex tomentosa,2,not in naturadb
Saxony-Anhalt,Carex turfosa,V,not in naturadb
Saxony-Anhalt,Carex vaginata,1,not in naturadb
Saxony-Anhalt,Carex viridula,2,not in naturadb
Saxony-Anhalt,Catabrosa aquatica,1,not in naturadb
Saxony-Anhalt,Caucalis platycarpos,3,not in naturadb
Saxony-Anhalt,Centaurium littorale ssp. compressum,2,not in naturadb
Saxony-Anhalt,Centaurium pulchellum,3,not in naturadb
Saxony-Anhalt,Cephalanthera longifolia,2,not in naturadb
Saxony-Anhalt,Cephalanthera rubra,2,not in naturadb
Saxony-Anhalt,Cerastium brachypetalum,3,not in naturadb
Saxony-Anhalt,Chenopodium chenopodioides,2,not in naturadb
Saxony-Anhalt,Chenopodium murale,1,not in naturadb
Saxony-Anhalt,Chenopodium opulifolium,2,not in naturadb
Saxony-Anhalt,Chenopodium urbicum,1,not in naturadb
Saxony-Anhalt,Chenopodium vulvaria,1,not in naturadb
Saxony-Anhalt,Chimaphila umbellata,1,not in naturadb
Saxony-Anhalt,Cicendia filiformis,0,not in naturadb
Saxony-Anhalt,Circaea alpina,2,not in naturadb
Saxony-Anhalt,Circaea intermedia,3,not in naturadb
Saxony-Anhalt,Cirsium heterophyllum,2,not in naturadb
Saxony-Anhalt,Coeloglossum viride,1,not in naturadb
Saxony-Anhalt,Coleanthus subtilis,0,not in naturadb
Saxony-Anhalt,Conringia orientalis,1,not in naturadb
Saxony-Anhalt,Corallorhiza trifida,0,not in naturadb
Saxony-Anhalt,Crassula aquatica,0,not in naturadb
Saxony-Anhalt,Crassula tillaea,0,not in naturadb
Saxony-Anhalt,Crepis foetida,3,not in naturadb
Saxony-Anhalt,Crepis mollis,2,not in naturadb
Saxony-Anhalt,Crepis praemorsa,1,not in naturadb
Saxony-Anhalt,Cuscuta epilinum,0,not in naturadb
Saxony-Anhalt,Cuscuta epithymum,3,not in naturadb
Saxony-Anhalt,Cynoglossum germanicum,1,not in naturadb
Saxony-Anhalt,Cyperus flavescens,0,not in naturadb
Saxony-Anhalt,Cyperus fuscus,3,not in naturadb
Saxony-Anhalt,Cyperus michelianus,1,not in naturadb
Saxony-Anhalt,Cypripedium calceolus,2,not in naturadb
Saxony-Anhalt,Dactylorhiza fuchsii,3,not in naturadb
Saxony-Anhalt,Dactylorhiza majalis,2,not in naturadb
Saxony-Anhalt,Dactylorhiza ochroleuca,0,not in naturadb
Saxony-Anhalt,Dactylorhiza sambucina,0,not in naturadb
Saxony-Anhalt,Dianthus sylvaticus,2,not in naturadb
Saxony-Anhalt,Digitaria ischaemum,3,not in naturadb
Saxony-Anhalt,Diphasiastrum alpinum,2,not in naturadb
Saxony-Anhalt,Diphasiastrum complanatum,2,not in naturadb
Saxony-Anhalt,Diphasiastrum issleri,1,not in naturadb
Saxony-Anhalt,Diphasiastrum oellgaardii,1,not in naturadb
Saxony-Anhalt,Diphasiastrum tristachyum,1,not in naturadb
Saxony-Anhalt,Diphasiastrum zeilleri,1,not in naturadb
Saxony-Anhalt,Dipsacus laciniatus,3,not in naturadb
Saxony-Anhalt,Draba muralis,2,not in naturadb
Saxony-Anhalt,Drosera anglica,0,not in naturadb
Saxony-Anhalt,Drosera intermedia,1,not in naturadb
Saxony-Anhalt,Drosera rotundifolia,2,not in naturadb
Saxony-Anhalt,Drymocallis rupestris,1,not in naturadb
Saxony-Anhalt,Dryopteris borreri,R,not in naturadb
Saxony-Anhalt,Dryopteris expansa,R,not in naturadb
Saxony-Anhalt,Elatine alsinastrum,1,not in naturadb
Saxony-Anhalt,Elatine hexandra,R,not in naturadb
Saxony-Anhalt,Elatine hydropiper,2,not in naturadb
Saxony-Anhalt,Elatine triandra,1,not in naturadb
Saxony-Anhalt,Eleocharis mamillata ssp. mamillata,1,not in naturadb
Saxony-Anhalt,Eleocharis mamillata ssp. austriaca,R,not in naturadb
Saxony-Anhalt,Eleocharis ovata,2,not in naturadb
Saxony-Anhalt,Eleocharis parvula,0,not in naturadb
Saxony-Anhalt,Eleocharis quinqueflora,1,not in naturadb
Saxony-Anhalt,Eleocharis uniglumis,V,not in naturadb
Saxony-Anhalt,Epilobium obscurum,2,not in naturadb
Saxony-Anhalt,Epipactis leptochila,3,not in naturadb
Saxony-Anhalt,Epipactis microphylla,3,not in naturadb
Saxony-Anhalt,Epipactis muelleri,3,not in naturadb
Saxony-Anhalt,Epipactis neglecta,R,not in naturadb
Saxony-Anhalt,Epipactis palustris,2,not in naturadb
Saxony-Anhalt,Epipactis purpurata,3,not in naturadb
Saxony-Anhalt,Epipogium aphyllum,1,not in naturadb
Saxony-Anhalt,Equisetum moorei,R,not in naturadb
Saxony-Anhalt,Equisetum pratense,3,not in naturadb
Saxony-Anhalt,Equisetum ramosissimum,0,not in naturadb
Saxony-Anhalt,Equisetum telmateia,R,not in naturadb
Saxony-Anhalt,Erigeron droebachiensis,0,not in naturadb
Saxony-Anhalt,Eriophorum gracile,0,not in naturadb
Saxony-Anhalt,Erysimum marschallianum,2,not in naturadb
Saxony-Anhalt,Erysimum virgatum,2,not in naturadb
Saxony-Anhalt,Euphorbia exigua,V,not in naturadb
Saxony-Anhalt,Euphorbia falcata,1,not in naturadb
Saxony-Anhalt,Euphorbia platyphyllos,2,not in naturadb
Saxony-Anhalt,Euphrasia micrantha,0,not in naturadb
Saxony-Anhalt,Euphrasia nemorosa,3,not in naturadb
Saxony-Anhalt,Euphrasia officinalis ssp. pratensis,2,not in naturadb
Saxony-Anhalt,Festuca polesica,3,not in naturadb
Saxony-Anhalt,Festuca psammophila,3,not in naturadb
Saxony-Anhalt,Ficaria calthifolia,R,not in naturadb
Saxony-Anhalt,Filago germanica,2,not in naturadb
Saxony-Anhalt,Filago lutescens,3,not in naturadb
Saxony-Anhalt,Filago pyramidata,1,not in naturadb
Saxony-Anhalt,Fourraea alpina,3,not in naturadb
Saxony-Anhalt,Fumaria parviflora,2,not in naturadb
Saxony-Anhalt,Fumaria rostellata,2,not in naturadb
Saxony-Anhalt,Fumaria schleicheri,2,not in naturadb
Saxony-Anhalt,Fumaria wirtgenii,2,not in naturadb
Saxony-Anhalt,Gagea bohemica,3,not in naturadb
Saxony-Anhalt,Gagea megapolitana,R,not in naturadb
Saxony-Anhalt,Gagea minima,3,not in naturadb
Saxony-Anhalt,Gagea pomeranica,R,not in naturadb
Saxony-Anhalt,Gagea spathacea,3,not in naturadb
Saxony-Anhalt,Galeopsis pubescens ssp. pubescens,3,not in naturadb
Saxony-Anhalt,Galium parisiense,1,not in naturadb
Saxony-Anhalt,Galium rotundifolium,3,not in naturadb
Saxony-Anhalt,Galium spurium,2,not in naturadb
Saxony-Anhalt,Galium tricornutum,2,not in naturadb
Saxony-Anhalt,Galium valdepilosum,0,not in naturadb
Saxony-Anhalt,Gentianella amarella,0,not in naturadb
Saxony-Anhalt,Gentianella campestris,1,not in naturadb
Saxony-Anhalt,Gentianopsis ciliata,V,not in naturadb
Saxony-Anhalt,Geranium lucidum,3,not in naturadb
Saxony-Anhalt,Glaucium corniculatum,1,not in naturadb
Saxony-Anhalt,Glaux maritima,3,not in naturadb
Saxony-Anhalt,Glyceria declinata,3,not in naturadb
Saxony-Anhalt,Gnaphalium uliginosum,V,not in naturadb
Saxony-Anhalt,Goodyera repens,0,not in naturadb
Saxony-Anhalt,Gymnadenia densiflora,2,not in naturadb
Saxony-Anhalt,Gymnadenia odoratissima,0,not in naturadb
Saxony-Anhalt,Gymnocarpium robertianum,3,not in naturadb
Saxony-Anhalt,Helichrysum luteoalbum,1,not in naturadb
Saxony-Anhalt,Helictotrichon pratense,V,not in naturadb
Saxony-Anhalt,Helosciadium inundatum,1,not in naturadb
Saxony-Anhalt,Helosciadium repens,1,not in naturadb
Saxony-Anhalt,Herminium monorchis,0,not in naturadb
Saxony-Anhalt,Hieracium alpinum,R,not in naturadb
Saxony-Anhalt,Hieracium auriculoides,R,not in naturadb
Saxony-Anhalt,Hieracium bifidum,3,not in naturadb
Saxony-Anhalt,Hieracium bifurcum,0,not in naturadb
Saxony-Anhalt,Hieracium caesium,3,not in naturadb
Saxony-Anhalt,Hieracium caespitosum,3,not in naturadb
Saxony-Anhalt,Hieracium cinereiforme,1,not in naturadb
Saxony-Anhalt,Hieracium cymiflorum,R,not in naturadb
Saxony-Anhalt,Hieracium cymosum,2,not in naturadb
Saxony-Anhalt,Hieracium echioides,0,not in naturadb
Saxony-Anhalt,Hieracium fallacinum,R,not in naturadb
Saxony-Anhalt,Hieracium flagellare,0,not in naturadb
Saxony-Anhalt,Hieracium hypochoeroides,3,not in naturadb
Saxony-Anhalt,Hieracium kalksburgense,1,not in naturadb
Saxony-Anhalt,Hieracium leptophyton,R,not in naturadb
Saxony-Anhalt,Hieracium longisquamum,R,not in naturadb
Saxony-Anhalt,Hieracium nigrescens,R,not in naturadb
Saxony-Anhalt,Hieracium norvegicum,0,not in naturadb
Saxony-Anhalt,Hieracium onosmoides,3,not in naturadb
Saxony-Anhalt,Hieracium peleterianum,1,not in naturadb
Saxony-Anhalt,Hieracium pilosellinum,R,not in naturadb
Saxony-Anhalt,Hieracium rothianum,2,not in naturadb
Saxony-Anhalt,Hieracium saxifragum,3,not in naturadb
Saxony-Anhalt,Hieracium schmidtii,3,not in naturadb
Saxony-Anhalt,Hieracium zizianum,3,not in naturadb
Saxony-Anhalt,Hierochloe hirta ssp. arctica,0,not in naturadb
Saxony-Anhalt,Hordeum secalinum,2,not in naturadb
Saxony-Anhalt,Hornungia petraea,3,not in naturadb
Saxony-Anhalt,Huperzia selago,3,not in naturadb
Saxony-Anhalt,Hylotelephium telephium,3,not in naturadb
Saxony-Anhalt,Hypericum elegans,1,not in naturadb
Saxony-Anhalt,Hypericum humifusum,3,not in naturadb
Saxony-Anhalt,Hypericum pulchrum,2,not in naturadb
Saxony-Anhalt,Hypopitys hypophegea,3,not in naturadb
Saxony-Anhalt,Hypopitys monotropa,3,not in naturadb
Saxony-Anhalt,Illecebrum verticillatum,1,not in naturadb
Saxony-Anhalt,Inula germanica,V,not in naturadb
Saxony-Anhalt,Isolepis fluitans,1,not in naturadb
Saxony-Anhalt,Isolepis setacea,2,not in naturadb
Saxony-Anhalt,Juncus acutiflorus,V,not in naturadb
Saxony-Anhalt,Juncus alpinoarticulatus ssp. alpinoarticulatus,1,not in naturadb
Saxony-Anhalt,Juncus atratus,1,not in naturadb
Saxony-Anhalt,Juncus bulbosus,V,not in naturadb
Saxony-Anhalt,Juncus capitatus,1,not in naturadb
Saxony-Anhalt,Juncus filiformis,2,not in naturadb
Saxony-Anhalt,Juncus gerardii ssp. gerardii,3,not in naturadb
Saxony-Anhalt,Juncus sphaerocarpus,1,not in naturadb
Saxony-Anhalt,Juncus squarrosus,3,not in naturadb
Saxony-Anhalt,Juncus tenageia,1,not in naturadb
Saxony-Anhalt,Jurinea cyanoides,2,not in naturadb
Saxony-Anhalt,Kickxia elatine,3,not in naturadb
Saxony-Anhalt,Lactuca quercina,2,not in naturadb
Saxony-Anhalt,Lactuca saligna,0,not in naturadb
Saxony-Anhalt,Lappula deflexa,R,not in naturadb
Saxony-Anhalt,Lappula squarrosa,3,not in naturadb
Saxony-Anhalt,Leersia oryzoides,3,not in naturadb
Saxony-Anhalt,Legousia hybrida,1,not in naturadb
Saxony-Anhalt,Leontodon saxatilis,2,not in naturadb
Saxony-Anhalt,Lepidium coronopus,3,not in naturadb
Saxony-Anhalt,Limosella aquatica,3,not in naturadb
Saxony-Anhalt,Linaria arvensis,0,not in naturadb
Saxony-Anhalt,Lindernia procumbens,1,not in naturadb
Saxony-Anhalt,Linnaea borealis,0,not in naturadb
